Transaction ID,Transaction Date,Transaction Time,Store #,Store Name,Store City,Store State,Region,Register #,Cashier ID,Customer ID,Customer Age Group,Loyalty Member?,Loyalty Tier,Sales Channel,Order Source,SKU,Style #,Product Name,Department,Category,Sub-Category,Brand,Gender / Fit,Size,Color,Material,Season,Collection,Quantity,List Price ($),Unit Selling Price ($),Markdown %,Promotion Code,Gross Sales ($),Discount Amount ($),Net Sales ($),COGS ($),Gross Profit ($),Gross Margin %,Tax Rate %,Sales Tax ($),Shipping Fee ($),Total Collected ($),Payment Method,Return Flag,Return Amount ($),Inventory Location,Stock On Hand After Sale,Receipt Notes
TXN-GRC-108738,2024-07-06,00:56:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-510,CUST-210855,65+,No,None,BOPIS,Website,SKU-FOOD-7206,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,4.50,3.60,20.00,SAVE10,3.60,0.90,3.60,2.10,1.50,41.67,4.00,0.14,0.00,3.74,Apple Pay,No,0.00,Aisle 14,76,
TXN-GRC-108739,2024-10-15,13:53:00,103,Fresh Market,Syracuse,NY,North-East,REG-06,EMP-510,CUST-254177,45-54,No,None,BOPIS,Website,SKU-FOOD-5286,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,2.49,1.99,20.00,SAVE10,3.98,1.00,3.98,1.80,2.18,54.77,4.00,0.16,0.00,4.14,Cash,No,0.00,Aisle 12,10,
TXN-GRC-108740,2025-07-29,06:47:00,103,Fresh Market,Syracuse,NY,North-East,REG-06,EMP-544,CUST-270505,18-24,Yes,Bronze,Online,iOS App,SKU-FOOD-6280,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,5.49,0.00,N/A,16.47,0.00,16.47,5.40,11.07,67.21,4.00,0.66,0.00,17.13,Apple Pay,No,0.00,Aisle 7,200,
TXN-GRC-108741,2024-04-11,00:15:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-518,CUST-288410,25-34,No,None,Online,POS,SKU-FOOD-6786,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,2.49,2.24,10.00,SAVE10,6.72,0.75,6.72,2.70,4.02,59.82,4.00,0.27,0.00,6.99,Apple Pay,No,0.00,Aisle 20,193,
TXN-GRC-108742,2024-08-24,02:53:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-548,CUST-241989,65+,No,None,In-Store,Android App,SKU-FOOD-5623,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,1.89,1.51,20.00,SAVE10,1.51,0.38,1.51,0.60,0.91,60.26,4.00,0.06,0.00,1.57,Cash,No,0.00,Aisle 17,34,
TXN-GRC-108743,2025-11-16,09:58:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-540,CUST-299346,35-44,No,None,BOPIS,Website,SKU-FOOD-4750,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,15.99,15.99,0.00,N/A,31.98,0.00,31.98,17.00,14.98,46.84,4.00,1.28,0.00,33.26,Cash,No,0.00,Aisle 3,127,
TXN-GRC-108744,2025-06-17,12:28:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-545,CUST-263509,55-64,No,None,In-Store,POS,SKU-FOOD-4243,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,2.49,2.49,0.00,N/A,2.49,0.00,2.49,0.90,1.59,63.86,4.00,0.10,0.00,2.59,AmEx,No,0.00,Aisle 3,140,
TXN-GRC-108745,2025-05-03,08:48:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-503,CUST-260176,18-24,No,None,In-Store,Android App,SKU-FOOD-5270,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,5.62,10.00,SAVE10,5.62,0.63,5.62,3.00,2.62,46.62,4.00,0.22,0.00,5.84,EBT,No,0.00,Aisle 19,187,
TXN-GRC-108746,2025-11-20,15:39:00,102,Fresh Market,Buffalo,NY,North-East,REG-08,EMP-527,CUST-222467,18-24,Yes,Platinum,Curbside,iOS App,SKU-FOOD-3585,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,5.49,4.39,20.00,SAVE10,17.56,4.40,17.56,7.20,10.36,59.00,4.00,0.70,5.99,24.25,Visa,No,0.00,Aisle 8,136,
TXN-GRC-108747,2024-12-24,13:31:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-529,CUST-200460,55-64,No,None,In-Store,POS,SKU-FOOD-7447,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.89,0.00,N/A,7.56,0.00,7.56,2.40,5.16,68.25,4.00,0.30,0.00,7.86,Cash,No,0.00,Aisle 5,183,
TXN-GRC-108748,2025-11-08,19:47:00,101,Fresh Market,Rochester,NY,North-East,REG-05,EMP-502,CUST-215652,45-54,No,None,BOPIS,Android App,SKU-FOOD-2984,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,3.99,3.99,0.00,N/A,3.99,0.00,3.99,1.20,2.79,69.92,4.00,0.16,0.00,4.15,Apple Pay,No,0.00,Aisle 16,35,
TXN-GRC-108749,2024-11-09,20:38:00,101,Fresh Market,Rochester,NY,North-East,REG-07,EMP-544,CUST-205068,55-64,No,None,Curbside,Android App,SKU-FOOD-9452,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,6.25,5.62,10.00,SAVE10,22.48,2.52,22.48,12.00,10.48,46.62,4.00,0.90,0.00,23.38,Visa,No,0.00,Aisle 2,182,
TXN-GRC-108750,2025-11-12,14:12:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-524,CUST-214492,18-24,No,None,Online,Android App,SKU-FOOD-9847,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,3.99,3.59,10.00,SAVE10,7.18,0.80,7.18,2.40,4.78,66.57,4.00,0.29,0.00,7.47,Apple Pay,No,0.00,Aisle 20,63,
TXN-GRC-108751,2024-08-27,05:20:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-530,CUST-287539,35-44,No,None,Curbside,Website,SKU-FOOD-9363,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,4.39,20.00,SAVE10,13.17,3.30,13.17,5.40,7.77,59.00,4.00,0.53,0.00,13.70,EBT,No,0.00,Aisle 8,182,
TXN-GRC-108752,2024-09-25,07:37:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-529,CUST-231663,45-54,Yes,Silver,BOPIS,Android App,SKU-FOOD-3712,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,1.89,1.89,0.00,N/A,9.45,0.00,9.45,3.00,6.45,68.25,4.00,0.38,0.00,9.83,Apple Pay,No,0.00,Aisle 1,113,
TXN-GRC-108753,2024-02-27,13:11:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-537,CUST-208661,18-24,No,None,BOPIS,iOS App,SKU-FOOD-6927,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.89,0.00,N/A,7.56,0.00,7.56,2.40,5.16,68.25,4.00,0.30,0.00,7.86,Visa,No,0.00,Aisle 20,99,
TXN-GRC-108754,2024-08-21,21:05:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-506,CUST-289702,25-34,No,None,Online,Website,SKU-FOOD-2373,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,5.49,0.00,N/A,16.47,0.00,16.47,5.40,11.07,67.21,4.00,0.66,0.00,17.13,Cash,No,0.00,Aisle 3,104,
TXN-GRC-108755,2025-04-26,09:49:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-519,CUST-274525,35-44,Yes,Silver,Online,Android App,SKU-FOOD-8530,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,15.99,12.79,20.00,SAVE10,51.16,12.80,51.16,34.00,17.16,33.54,4.00,2.05,0.00,53.21,Cash,No,0.00,Aisle 4,190,
TXN-GRC-108756,2024-05-12,09:01:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-546,CUST-287464,25-34,Yes,Gold,BOPIS,POS,SKU-FOOD-6311,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,5.49,5.49,0.00,N/A,21.96,0.00,21.96,7.20,14.76,67.21,4.00,0.88,0.00,22.84,Visa,No,0.00,Aisle 10,174,
TXN-GRC-108757,2025-10-02,19:53:00,102,Fresh Market,Buffalo,NY,North-East,REG-03,EMP-528,CUST-263750,35-44,Yes,Platinum,Curbside,iOS App,SKU-FOOD-1969,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,6.25,6.25,0.00,N/A,18.75,0.00,18.75,9.00,9.75,52.00,4.00,0.75,5.99,25.49,Mastercard,No,0.00,Aisle 12,180,
TXN-GRC-108758,2025-10-14,09:14:00,102,Fresh Market,Buffalo,NY,North-East,REG-08,EMP-506,CUST-290694,65+,No,None,Online,iOS App,SKU-FOOD-8481,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,7.99,7.19,10.00,SAVE10,14.38,1.60,14.38,8.00,6.38,44.37,4.00,0.58,0.00,14.96,Apple Pay,No,0.00,Aisle 19,124,
TXN-GRC-108759,2024-01-14,04:50:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-513,CUST-254596,65+,Yes,Platinum,Curbside,iOS App,SKU-FOOD-7240,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,3.99,3.99,0.00,N/A,11.97,0.00,11.97,3.60,8.37,69.92,4.00,0.48,0.00,12.45,Visa,No,0.00,Aisle 13,71,
TXN-GRC-108760,2024-08-22,07:27:00,102,Fresh Market,Buffalo,NY,North-East,REG-08,EMP-537,CUST-241697,45-54,No,None,BOPIS,POS,SKU-FOOD-8008,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.89,0.00,N/A,7.56,0.00,7.56,2.40,5.16,68.25,4.00,0.30,0.00,7.86,Apple Pay,No,0.00,Aisle 19,112,
TXN-GRC-108761,2025-06-02,17:28:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-500,CUST-231372,65+,Yes,Gold,BOPIS,Website,SKU-FOOD-2403,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,5.49,5.49,0.00,N/A,10.98,0.00,10.98,3.60,7.38,67.21,4.00,0.44,0.00,11.42,Cash,No,0.00,Aisle 1,73,
TXN-GRC-108762,2025-01-12,21:18:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-537,CUST-230415,35-44,No,None,Online,POS,SKU-FOOD-5395,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,4.50,4.50,0.00,N/A,13.50,0.00,13.50,6.30,7.20,53.33,4.00,0.54,0.00,14.04,Cash,No,0.00,Aisle 7,197,
TXN-GRC-108763,2024-04-21,21:50:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-507,CUST-275691,35-44,No,None,BOPIS,iOS App,SKU-FOOD-1209,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,3.99,3.19,20.00,SAVE10,9.57,2.40,9.57,3.60,5.97,62.38,4.00,0.38,5.99,15.94,Mastercard,No,0.00,Aisle 1,98,
TXN-GRC-108764,2024-06-06,12:27:00,102,Fresh Market,Buffalo,NY,North-East,REG-04,EMP-530,CUST-234161,35-44,Yes,Platinum,Curbside,Android App,SKU-FOOD-7306,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,6.25,5.00,20.00,SAVE10,10.00,2.50,10.00,6.00,4.00,40.00,4.00,0.40,0.00,10.40,Cash,No,0.00,Aisle 16,156,
TXN-GRC-108765,2025-06-08,15:21:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-519,CUST-245319,25-34,Yes,None,Curbside,Website,SKU-FOOD-7516,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,15.99,15.99,0.00,N/A,63.96,0.00,63.96,34.00,29.96,46.84,4.00,2.56,0.00,66.52,EBT,No,0.00,Aisle 15,199,
TXN-GRC-108766,2025-05-08,07:29:00,101,Fresh Market,Rochester,NY,North-East,REG-01,EMP-515,CUST-264639,25-34,Yes,Silver,BOPIS,Website,SKU-FOOD-2649,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,6.25,0.00,N/A,6.25,0.00,6.25,3.00,3.25,52.00,4.00,0.25,5.99,12.49,Cash,No,0.00,Aisle 18,101,
TXN-GRC-108767,2025-08-13,18:14:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-550,CUST-227557,55-64,Yes,Gold,BOPIS,iOS App,SKU-FOOD-6396,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,6.25,5.62,10.00,SAVE10,28.10,3.15,28.10,15.00,13.10,46.62,4.00,1.12,0.00,29.22,Mastercard,No,0.00,Aisle 1,98,
TXN-GRC-108768,2024-04-22,20:57:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-526,CUST-245811,65+,No,None,Curbside,iOS App,SKU-FOOD-4653,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,5.49,5.49,0.00,N/A,10.98,0.00,10.98,3.60,7.38,67.21,4.00,0.44,0.00,11.42,AmEx,No,0.00,Aisle 4,48,
TXN-GRC-108769,2024-02-29,08:47:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-518,CUST-235133,55-64,Yes,Bronze,Online,Website,SKU-FOOD-5782,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,2.49,1.99,20.00,SAVE10,7.96,2.00,7.96,3.60,4.36,54.77,4.00,0.32,0.00,8.28,Visa,No,0.00,Aisle 5,143,
TXN-GRC-108770,2024-01-07,11:16:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-537,CUST-271604,45-54,Yes,Gold,BOPIS,iOS App,SKU-FOOD-9237,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,1.89,1.89,0.00,N/A,3.78,0.00,3.78,1.20,2.58,68.25,4.00,0.15,0.00,3.93,Visa,No,0.00,Aisle 14,52,
TXN-GRC-108771,2024-11-11,07:04:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-550,CUST-251177,55-64,No,None,In-Store,Website,SKU-FOOD-3320,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,15.99,0.00,N/A,47.97,0.00,47.97,25.50,22.47,46.84,4.00,1.92,0.00,49.89,EBT,No,0.00,Aisle 9,170,
TXN-GRC-108772,2025-03-04,05:14:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-528,CUST-220366,45-54,Yes,Platinum,Online,POS,SKU-FOOD-5690,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,4.50,3.60,20.00,SAVE10,7.20,1.80,7.20,4.20,3.00,41.67,4.00,0.29,0.00,7.49,Mastercard,No,0.00,Aisle 4,182,
TXN-GRC-108773,2024-02-07,18:45:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-539,CUST-286740,25-34,Yes,Silver,Online,iOS App,SKU-FOOD-9979,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,2.49,2.49,0.00,N/A,12.45,0.00,12.45,4.50,7.95,63.86,4.00,0.50,0.00,12.95,Cash,No,0.00,Aisle 4,94,
TXN-GRC-108774,2025-09-12,11:30:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-544,CUST-258741,65+,No,None,In-Store,POS,SKU-FOOD-7257,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,7.19,10.00,SAVE10,28.76,3.20,28.76,16.00,12.76,44.37,4.00,1.15,0.00,29.91,AmEx,No,0.00,Aisle 13,144,
TXN-GRC-108775,2025-01-19,19:02:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-541,CUST-221890,35-44,Yes,Silver,Curbside,POS,SKU-FOOD-3914,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.89,0.00,N/A,7.56,0.00,7.56,2.40,5.16,68.25,4.00,0.30,0.00,7.86,Cash,No,0.00,Aisle 1,61,
TXN-GRC-108776,2025-06-22,14:50:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-529,CUST-232008,45-54,No,None,Curbside,POS,SKU-FOOD-2322,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,14.39,10.00,SAVE10,43.17,4.80,43.17,25.50,17.67,40.93,4.00,1.73,0.00,44.90,AmEx,No,0.00,Aisle 14,14,
TXN-GRC-108777,2024-12-08,21:39:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-505,CUST-276926,35-44,No,None,In-Store,Android App,SKU-FOOD-4624,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,7.99,0.00,N/A,31.96,0.00,31.96,16.00,15.96,49.94,4.00,1.28,0.00,33.24,Mastercard,No,0.00,Aisle 9,103,
TXN-GRC-108778,2024-01-14,19:26:00,102,Fresh Market,Buffalo,NY,North-East,REG-04,EMP-514,CUST-206488,65+,No,None,Curbside,iOS App,SKU-FOOD-7148,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,1.89,1.89,0.00,N/A,5.67,0.00,5.67,1.80,3.87,68.25,4.00,0.23,0.00,5.90,AmEx,No,0.00,Aisle 13,10,
TXN-GRC-108779,2025-07-08,02:53:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-526,CUST-269450,45-54,No,None,BOPIS,Android App,SKU-FOOD-2724,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,15.99,15.99,0.00,N/A,79.95,0.00,79.95,42.50,37.45,46.84,4.00,3.20,0.00,83.15,Visa,No,0.00,Aisle 16,119,
TXN-GRC-108780,2025-07-25,10:44:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-509,CUST-231428,18-24,Yes,Platinum,In-Store,POS,SKU-FOOD-7214,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,4.50,0.00,N/A,22.50,0.00,22.50,10.50,12.00,53.33,4.00,0.90,0.00,23.40,Apple Pay,No,0.00,Aisle 4,59,
TXN-GRC-108781,2025-10-11,16:52:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-538,CUST-261883,55-64,No,None,Curbside,Android App,SKU-FOOD-8741,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,5.49,0.00,N/A,16.47,0.00,16.47,5.40,11.07,67.21,4.00,0.66,0.00,17.13,AmEx,No,0.00,Aisle 18,34,
TXN-GRC-108782,2025-11-13,10:28:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-518,CUST-227788,55-64,Yes,Gold,BOPIS,POS,SKU-FOOD-8853,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,2.49,2.49,0.00,N/A,12.45,0.00,12.45,4.50,7.95,63.86,4.00,0.50,5.99,18.94,AmEx,No,0.00,Aisle 4,101,
TXN-GRC-108783,2025-11-25,02:49:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-517,CUST-216509,55-64,No,None,Curbside,POS,SKU-FOOD-4035,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,14.39,10.00,SAVE10,43.17,4.80,43.17,25.50,17.67,40.93,4.00,1.73,0.00,44.90,EBT,No,0.00,Aisle 19,62,
TXN-GRC-108784,2025-04-09,08:26:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-501,CUST-206796,55-64,Yes,Silver,BOPIS,Website,SKU-FOOD-9631,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,5.49,0.00,N/A,16.47,0.00,16.47,5.40,11.07,67.21,4.00,0.66,0.00,17.13,Apple Pay,No,0.00,Aisle 7,63,
TXN-GRC-108785,2024-01-16,03:28:00,101,Fresh Market,Rochester,NY,North-East,REG-08,EMP-505,CUST-222804,55-64,No,None,Curbside,iOS App,SKU-FOOD-9298,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.70,10.00,SAVE10,6.80,0.76,6.80,2.40,4.40,64.71,4.00,0.27,5.99,13.06,Visa,No,0.00,Aisle 6,102,
TXN-GRC-108786,2024-12-28,02:24:00,102,Fresh Market,Buffalo,NY,North-East,REG-04,EMP-547,CUST-229650,55-64,Yes,None,Curbside,POS,SKU-FOOD-8501,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,4.50,0.00,N/A,22.50,0.00,22.50,10.50,12.00,53.33,4.00,0.90,0.00,23.40,Mastercard,No,0.00,Aisle 8,68,
TXN-GRC-108787,2024-06-30,00:38:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-524,CUST-273663,25-34,No,None,BOPIS,iOS App,SKU-FOOD-9255,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,7.99,7.99,0.00,N/A,15.98,0.00,15.98,8.00,7.98,49.94,4.00,0.64,0.00,16.62,Cash,No,0.00,Aisle 15,44,
TXN-GRC-108788,2025-11-27,18:40:00,102,Fresh Market,Buffalo,NY,North-East,REG-07,EMP-525,CUST-281945,45-54,Yes,Bronze,In-Store,Website,SKU-FOOD-2048,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,1.89,1.89,0.00,N/A,3.78,0.00,3.78,1.20,2.58,68.25,4.00,0.15,0.00,3.93,Mastercard,No,0.00,Aisle 18,74,
TXN-GRC-108789,2024-11-06,13:46:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-550,CUST-263876,35-44,Yes,None,In-Store,Website,SKU-FOOD-6311,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,15.99,15.99,0.00,N/A,15.99,0.00,15.99,8.50,7.49,46.84,4.00,0.64,0.00,16.63,Mastercard,No,0.00,Aisle 2,106,
TXN-GRC-108790,2024-09-29,08:02:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-522,CUST-256695,25-34,Yes,Bronze,Online,iOS App,SKU-FOOD-7903,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,15.99,12.79,20.00,SAVE10,63.95,16.00,63.95,42.50,21.45,33.54,4.00,2.56,0.00,66.51,Cash,No,0.00,Aisle 16,38,
TXN-GRC-108791,2025-04-08,16:28:00,103,Fresh Market,Syracuse,NY,North-East,REG-04,EMP-522,CUST-207018,35-44,No,None,Curbside,Android App,SKU-FOOD-4170,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,7.99,6.39,20.00,SAVE10,6.39,1.60,6.39,4.00,2.39,37.40,4.00,0.26,0.00,6.65,EBT,No,0.00,Aisle 4,20,
